,장소,주차장수,면수,주차장수 대비 면수
31659,서울특별시 강남구 삼성동 삼성 푸른,14.0,6063.0,433.07142857142856
31660,서울특별시 강남구 삼성동 학동로,10.0,1020.0,102.0
31661,서울특별시 강남구 도곡동 삼성로63길,3.0,249.0,83.0
31662,서울특별시 강남구 개포동 14-3 대진초,0.0,0.0,0.0
31663,서울특별시 강남구 역삼동 703-8~704-55주변,12.0,2589.0,215.75
31664,서울특별시 강남구 신사동 514-10 주노헤어,14.0,420.0,30.0
31665,서울특별시 강남구 삼성동 봉은사로  68ㅣㅣ,0.0,0.0,0.0
31666,서울특별시 강남구 삼성동 선릉로 116  64,5.0,2466.0,493.2
31667,서울특별시 강남구 도곡동 553-1 지호빌딩,5.0,1024.0,204.8
31668,서울특별시 강남구 압구정동 봉은사로 61 47,0.0,0.0,0.0
31669,서울특별시 강남구 대치동 988-15~4,2.0,111.0,55.5
31670,서울특별시 강남구 논현동 272-32~268-16,1.0,20.0,20.0
31671,서울특별시 강남구 삼성동 봉은사로 68길 15,3.0,308.0,102.66666666666667
31672,서울특별시 강남구 개포동 1180-5~1179-4,0.0,0.0,0.0
31673,서울특별시 강남구 삼성동 670-2,5.0,2466.0,493.2
31674,서울특별시 강남구 논현동 110-4~6,15.0,1911.0,127.4
31675,서울특별시 강남구 삼성동 111-147 밤부타워,0.0,0.0,0.0
31676,서울특별시 강남구 삼성동 봉은사로64  47,0.0,0.0,0.0
31677,서울특별시 강남구 논현동 67-3언주로147길47주변,12.0,1120.0,93.33333333333333
31678,서울특별시 강남구 삼성동 봉은사로ㅡ68 7,13.0,2026.0,155.84615384615384
31679,서울특별시 강남구 세곡동 594-595주변,0.0,0.0,0.0
31680,서울특별시 강남구 신사동 658-20,1.0,45.0,45.0
31681,서울특별시 강남구 수서동 592-5 부근,0.0,0.0,0.0
31682,서울특별시 강남구 삼성동 삼성 언쥬중,3.0,249.0,83.0
31683,서울특별시 강남구 신사동 630-7 301(한우리),7.0,636.0,90.85714285714286
31684,서울특별시 강남구 대치동 907-28,6.0,915.0,152.5
31685,서울특별시 강남구 대치동 996-1~997,10.0,2944.0,294.4
31686,서울특별시 강남구 역삼동 357-40,9.0,1965.0,218.33333333333334
31687,서울특별시 강남구 역삼동 812-13~6,24.0,1663.0,69.29166666666667
31688,서울특별시 강남구 논현동 196/187-16,17.0,1166.0,68.58823529411765
31689,서울특별시 강남구 대치동 1023-13~17,3.0,249.0,83.0
31690,서울특별시 강남구 도곡동 910~907-41,0.0,0.0,0.0
31691,서울특별시 강남구 개포동 12-10 일원2동주민센터,0.0,0.0,0.0
31692,서울특별시 강남구 역삼동 언주로85길19,11.0,2883.0,262.09090909090907
31693,서울특별시 강남구 일원동 671-11 자람어린이집,1.0,2850.0,2850.0
31694,서울특별시 강남구 역삼동 [역삼2-110]역삼2동주민센터 주변,1.0,735.0,735.0
31695,"서울특별시 강남구 세곡동 613,615주변",0.0,0.0,0.0
31696,서울특별시 강남구 논현동 도산대로30길60,12.0,1120.0,93.33333333333333
31697,서울특별시 강남구 대치4동 1012-40,7.0,2376.0,339.42857142857144
31698,서울특별시 강남구 청담동 50-19,5.0,705.0,141.0
31699,서울특별시 강남구 수서동 447-14,0.0,0.0,0.0
31700,서울특별시 강남구 역삼동 751-11,12.0,1195.0,99.58333333333333
31701,서울특별시 강남구 대치동 역삼로92길 대치성당앞,3.0,1136.0,378.6666666666667
31702,서울특별시 강남구 신사동 652-16~646-20,3.0,281.0,93.66666666666667
31703,서울특별시 강남구 삼성동 104(4)~104(13),3.0,204.0,68.0
31704,서울특별시 강남구 신사동 612~612-2,9.0,1472.0,163.55555555555554
31705,서울특별시 강남구 도곡동 200-22~193-77,1.0,523.0,523.0
31706,서울특별시 강남구 도곡동 544-9,2.0,545.0,272.5
31707,서울특별시 강남구 삼성동 2002/07/03,5.0,2466.0,493.2
31708,서울특별시 강남구 논현동 봉은사로7길16,18.0,1220.0,67.77777777777777
31709,서울특별시 강남구 대치동 977-8~985,1.0,85.0,85.0
31710,서울특별시 강남구 신사동 666-16 케이타워,1.0,45.0,45.0
31711,서울특별시 강남구 대치동 889-8~889-47,13.0,2162.0,166.30769230769232
31712,서울특별시 강남구 역삼동 826-21~825-7주변,24.0,2056.0,85.66666666666667
31713,서울특별시 강남구 대치동 909-14~908-14,1.0,73.0,73.0
31714,서울특별시 강남구 일원동 116-6,0.0,0.0,0.0
31715,서울특별시 강남구 삼성동 봉은사로 69 19,0.0,0.0,0.0
31716,서울특별시 강남구 일원동 일원2동주민센터앞,0.0,0.0,0.0
31717,서울특별시 강남구 대치동 래미안대치펠리스,0.0,0.0,0.0
31718,서울특별시 강남구 삼성동 봉은사68길23,4.0,2327.0,581.75
31719,서울특별시 강남구 삼성동 Jan-71,15.0,5730.0,382.0
31720,서울특별시 강남구 개포동 1185-4~1175-2,0.0,0.0,0.0
31721,서울특별시 강남구 율현동 밤고개로21길 부근,0.0,0.0,0.0
31722,서울특별시 강남구 청담동 서울 강남구 논현동 267-27 후,6.0,715.0,119.16666666666667
31723,서울특별시 강남구 세곡동 서울 강남구 세곡동 523,0.0,0.0,0.0
31724,서울특별시 강남구 삼성동 169-17 금성주유소,11.0,3538.0,321.6363636363636
31725,서울특별시 강남구 청담동 87-8 맥도널드,2.0,56.0,28.0
31726,서울특별시 강남구 삼성동 Dec-34,15.0,6461.0,430.73333333333335
31727,서울특별시 강남구 청담동 44-21과 35-48사이,7.0,949.0,135.57142857142858
31728,서울특별시 강남구 논현동 129-5~130-13,8.0,436.0,54.5
31729,서울특별시 강남구 청담동 124-7 파리바게뜨,5.0,705.0,141.0
31730,서울특별시 강남구 대치동 932-11~932-27,3.0,249.0,83.0
31731,서울특별시 강남구 도곡동 424-16~425,0.0,0.0,0.0
31732,서울특별시 강남구 개포동 624-4,0.0,0.0,0.0
31733,서울특별시 강남구 청담동 7-17/6-12,3.0,130.0,43.333333333333336
31734,서울특별시 강남구 압구정동 삼성로 107ㅡ9,4.0,1695.0,423.75
31735,서울특별시 강남구 대치동 602-1~603,1.0,26.0,26.0
31736,서울특별시 강남구 삼성동 삼성동 일광부동산앞,8.0,864.0,108.0
31737,서울특별시 강남구 청담동 서울특별시 강남구 영동대로142길 8,5.0,823.0,164.6
31738,서울특별시 강남구 논현동 147-3~158,17.0,848.0,49.88235294117647
31739,서울특별시 강남구 논현동 226-3~225-6,2.0,345.0,172.5
31740,서울특별시 강남구 삼성동 142-43 구두수선대,12.0,3011.0,250.91666666666666
31741,서울특별시 강남구 청담동 Jan-45,4.0,412.0,103.0
31742,서울특별시 강남구 압구정동 논현로175길59주변,11.0,1504.0,136.72727272727272
31743,서울특별시 강남구 청담동 100-17 하이파이클럽,2.0,31.0,15.5
31744,서울특별시 강남구 역삼동 봉은로30길64,11.0,1505.0,136.8181818181818
31745,서울특별시 강남구 삼성동 46-8 언주중,3.0,249.0,83.0
31746,서울특별시 강남구 논현동 학동로3길23,18.0,601.0,33.388888888888886
31747,서울특별시 강남구 삼성동 Apr-42,12.0,1073.0,89.41666666666667
31748,서울특별시 강남구 논현동 197-18~202-7,17.0,1166.0,68.58823529411765
31749,서울특별시 강남구 삼성동 44-18 도미노피자(운전자탑승주정차위반),0.0,0.0,0.0
31750,서울특별시 강남구 논현동 선릉로115길초입,3.0,84.0,28.0
31751,서울특별시 강남구 도곡동 175-5,2.0,545.0,272.5
31752,서울특별시 강남구 대치동 921-3 IBK기업은행 한티역지점,2.0,211.0,105.5
31753,서울특별시 강남구 삼성동 11월 06일,7.0,900.0,128.57142857142858
31754,서울특별시 강남구 삼성동 8~9-5,11.0,1149.0,104.45454545454545
31755,서울특별시 강남구 논현동 1-2 신사역2출구,14.0,462.0,33.0
31756,서울특별시 강남구 삼성동 57-12 ALLOSO,5.0,769.0,153.8
31757,서울특별시 강남구 삼성동 선릉로  129,5.0,2466.0,493.2
31758,서울특별시 강남구 역삼동 강남역1번출구,30.0,2930.0,97.66666666666667
31759,서울특별시 강남구 삼성동 삼성동 신흥부,9.0,2433.0,270.3333333333333
31760,서울특별시 강남구 삼성동 삼상로 107 14,5.0,2466.0,493.2
31761,서울특별시 강남구 수서동 585-1,0.0,0.0,0.0
31762,서울특별시 강남구 개포동 13-3 623대청타워,0.0,0.0,0.0
31763,서울특별시 강남구 삼성동 삼성동 삼화,1.0,20.0,20.0
31764,서울특별시 강남구 역삼동 814-17,21.0,1351.0,64.33333333333333
31765,서울특별시 강남구 대치동 1023-3 이전노점7,3.0,249.0,83.0
31766,서울특별시 강남구 세곡동 May-74,0.0,0.0,0.0
31767,서울특별시 강남구 삼성동 삼성 삼성파크,14.0,6063.0,433.07142857142856
31768,서울특별시 강남구 역삼동 732-17~18,2.0,128.0,64.0
31769,서울특별시 강남구 논현동 105/98-12,13.0,1798.0,138.30769230769232
31770,서울특별시 강남구 개포동 416,0.0,0.0,0.0
31771,서울특별시 강남구 역삼동 751-12 인덕빌딩,28.0,2647.0,94.53571428571429
31772,서울특별시 강남구 삼성동 127-11 등우빌딩,13.0,5754.0,442.61538461538464
31773,서울특별시 강남구 개포동 12~13-1,0.0,0.0,0.0
31774,서울특별시 강남구 압구정동 447~437,2.0,390.0,195.0
31775,서울특별시 강남구 역삼동 762-2,1.0,735.0,735.0
31776,서울특별시 강남구 청담동 45~34-13,2.0,501.0,250.5
31777,서울특별시 강남구 논현동 158-1/157-10,16.0,783.0,48.9375
31778,서울특별시 강남구 신사동 631-36 주명빌딩,5.0,496.0,99.2
31779,서울특별시 강남구 논현동 193-33~38,2.0,444.0,222.0
31780,서울특별시 강남구 도곡2동 논현로26길 부근,0.0,0.0,0.0
31781,서울특별시 강남구 청담동 75-16,4.0,625.0,156.25
31782,서울특별시 강남구 대치동 941-9~15,3.0,249.0,83.0
31783,서울특별시 강남구 논현동 언주로,10.0,948.0,94.8
31784,서울특별시 강남구 청담동 77 459(청담동강아지),2.0,31.0,15.5
31785,서울특별시 강남구 개포동 18,0.0,0.0,0.0
31786,서울특별시 강남구 삼성동 서울특별시 강남구 학동로 446,10.0,1020.0,102.0
31787,서울특별시 강남구 논현동 197-18  202,17.0,1166.0,68.58823529411765
31788,서울특별시 강남구 삼성동 선릉로 112 52,0.0,0.0,0.0
31789,서울특별시 강남구 논현동 Jul-86,10.0,948.0,94.8
31790,서울특별시 강남구 역삼동 테헤란로47길 14,12.0,2425.0,202.08333333333334
31791,서울특별시 강남구 신사동 655-15 ~17,1.0,45.0,45.0
31792,서울특별시 강남구 신사동 538-1~541-19,12.0,417.0,34.75
31793,서울특별시 강남구 수서동 741-1/743-1,0.0,0.0,0.0
31794,서울특별시 강남구 역삼동 논현로길64길30-1,9.0,1965.0,218.33333333333334
31795,서울특별시 강남구 신사동 616-2 우미빌딩,2.0,390.0,195.0
31796,서울특별시 강남구 역삼동 891-10,9.0,1965.0,218.33333333333334
31797,서울특별시 강남구 청담동 76-15/65,5.0,724.0,144.8
31798,서울특별시 강남구 역삼동 10월 18일,9.0,1965.0,218.33333333333334
31799,서울특별시 강남구 대치2동 영동대로69길 부근,9.0,4031.0,447.8888888888889
31800,서울특별시 강남구 청담동 128-6~127-27,4.0,694.0,173.5
31801,서울특별시 강남구 역삼동 820-9~819,32.0,2888.0,90.25
31802,서울특별시 강남구 신사동 선릉로153길20,1.0,45.0,45.0
31803,서울특별시 강남구 역삼동 역삼로3길9,19.0,2178.0,114.63157894736842
31804,서울특별시 강남구 세곡동 에브리데이 이마트 앞 자곡점,0.0,0.0,0.0
31805,서울특별시 강남구 삼성동 선릉로 112 39,1.0,20.0,20.0
31806,서울특별시 강남구 청담동 63-15~64-2,4.0,597.0,149.25
31807,서울특별시 강남구 청담동 15-1~21,2.0,501.0,250.5
31808,서울특별시 강남구 삼성동 삼성 청렴,14.0,6063.0,433.07142857142856
31809,서울특별시 강남구 논현동 28-4/28-1,14.0,563.0,40.214285714285715
31810,서울특별시 강남구 역삼동 677-5 남전타운,10.0,2577.0,257.7
31811,서울특별시 강남구 청담동 Feb-59,4.0,412.0,103.0
31812,서울특별시 강남구 역삼동 792-19~793-7,3.0,443.0,147.66666666666666
31813,서울특별시 강남구 삼성동 Apr-85,12.0,1073.0,89.41666666666667
31814,서울특별시 강남구 논현동 93-2~3,7.0,596.0,85.14285714285714
31815,서울특별시 강남구 논현동 33-23 삼유빌딩,9.0,894.0,99.33333333333333
31816,서울특별시 강남구 청담동 Jun-91,5.0,796.0,159.2
31817,서울특별시 강남구 신사동 567~567-8,13.0,1523.0,117.15384615384616
31818,서울특별시 강남구 청담동 1992/09/10,4.0,412.0,103.0
31819,서울특별시 강남구 논현동 242-18/19,11.0,1043.0,94.81818181818181
31820,서울특별시 강남구 논현동 142-5~3,19.0,694.0,36.526315789473685
31821,서울특별시 강남구 대치동 977-16~985,1.0,85.0,85.0
31822,서울특별시 강남구 신사동 602-9주변,10.0,1502.0,150.2
31823,서울특별시 강남구 역삼동 833-7~826-29,11.0,1146.0,104.18181818181819
31824,서울특별시 강남구 삼성동 107-7~106,3.0,204.0,68.0
31825,서울특별시 강남구 논현동 42-5~6~7,19.0,760.0,40.0
31826,서울특별시 강남구 대치동 897-6/896-52,10.0,1589.0,158.9
31827,서울특별시 강남구 대치동 943-24 신안메트로칸,12.0,6125.0,510.4166666666667
31828,서울특별시 강남구 논현동 234~233-5,1.0,173.0,173.0
31829,서울특별시 강남구 도곡동 도곡럭키아파트,3.0,1280.0,426.6666666666667
31830,서울특별시 강남구 압구정동 한양아파트(489),0.0,0.0,0.0
31831,서울특별시 강남구 대치동 603-622,1.0,26.0,26.0
31832,서울특별시 강남구 대치동 880-55~890-57,2.0,111.0,55.5
31833,서울특별시 강남구 역삼동 670-17 화가빌딩,22.0,2754.0,125.18181818181819
31834,서울특별시 강남구 논현동 강남대로146-25,10.0,948.0,94.8
31835,서울특별시 강남구 논현동 252-1~258,7.0,547.0,78.14285714285714
31836,서울특별시 강남구 일원동 639-1~639-4,0.0,0.0,0.0
31837,서울특별시 강남구 신사동 압구정로12길36,14.0,1125.0,80.35714285714286
31838,서울특별시 강남구 일원동 청송빌리지,0.0,0.0,0.0
31839,서울특별시 강남구 청담동 14/27,3.0,216.0,72.0
31840,서울특별시 강남구 삼성1동 학동로88길 부근,4.0,379.0,94.75
31841,서울특별시 강남구 일원동 681-4 영희초교,1.0,2850.0,2850.0
31842,서울특별시 강남구 삼성동 삼성  cu8,14.0,6063.0,433.07142857142856
31843,서울특별시 강남구 대치동 988-2/974,2.0,111.0,55.5
31844,서울특별시 강남구 역삼동 643~644까지주변,11.0,1898.0,172.54545454545453
31845,서울특별시 강남구 청담동 125-12 커피빈,4.0,694.0,173.5
31846,서울특별시 강남구 일원동 611-1/614,0.0,0.0,0.0
31847,서울특별시 강남구 대치동 봉은사로 69 11,0.0,0.0,0.0
31848,서울특별시 강남구 신사동 668-7 하태원성형외과,4.0,392.0,98.0
31849,서울특별시 강남구 삼성동 46-8~43,1.0,45.0,45.0
31850,서울특별시 강남구 삼성동 Aug-34,5.0,2466.0,493.2
31851,서울특별시 강남구 논현동 159-3~10,22.0,1032.0,46.90909090909091
31852,서울특별시 강남구 역삼동 616-11~12,18.0,1213.0,67.38888888888889
31853,서울특별시 강남구 논현동 88-11 180,10.0,1000.0,100.0
31854,서울특별시 강남구 역삼동 서울특별시 강남구 봉은사로 143 (,8.0,975.0,121.875
31855,서울특별시 강남구 역삼동 역삼로3길 9,19.0,2178.0,114.63157894736842
31856,서울특별시 강남구 도곡동 953-1 양재SK허브프리모,1.0,363.0,363.0
31857,서울특별시 강남구 삼성동 114-22 슈피겐HQ B동,0.0,0.0,0.0
31858,서울특별시 강남구 역삼동 649-11 KB손해보험빌딩,33.0,3214.0,97.39393939393939
31859,서울특별시 강남구 역삼동 735-52,25.0,3198.0,127.92
31860,서울특별시 강남구 수서동 자곡로174-14,0.0,0.0,0.0
31861,서울특별시 강남구 청담동 52-3 인희빌딩,5.0,705.0,141.0
31862,서울특별시 강남구 청담동 132-12 714(튼튼병원),5.0,823.0,164.6
31863,서울특별시 강남구 역삼동 708-36~708-28,12.0,1931.0,160.91666666666666
31864,서울특별시 강남구 청담동 88-10~89-6,2.0,56.0,28.0
31865,서울특별시 강남구 논현동 241-14 보광빌딩,12.0,1073.0,89.41666666666667
31866,서울특별시 강남구 역삼동 643-16주변,13.0,2032.0,156.30769230769232
31867,서울특별시 강남구 삼성동 삼성  일광앞,14.0,6063.0,433.07142857142856
31868,서울특별시 강남구 대치동 역삼로103,3.0,463.0,154.33333333333334
31869,서울특별시 강남구 청담동 Apr-54,4.0,412.0,103.0
31870,서울특별시 강남구 수서동 335,0.0,0.0,0.0
31871,서울특별시 강남구 세곡동 509,0.0,0.0,0.0
31872,서울특별시 강남구 삼성동 삼성  성진,14.0,6063.0,433.07142857142856
31873,서울특별시 강남구 논현동 107~1~3~4~41~42,16.0,1913.0,119.5625
31874,서울특별시 강남구 역삼1동 논현로87길 부근,14.0,2122.0,151.57142857142858
31875,서울특별시 강남구 대치동 942-13~15,17.0,6956.0,409.1764705882353
31876,서울특별시 강남구 삼성동 162-33,4.0,715.0,178.75
31877,서울특별시 강남구 논현동 112-21~111-13,12.0,1259.0,104.91666666666667
31878,서울특별시 강남구 도곡동 423-5 덕영빌딩,0.0,0.0,0.0
31879,서울특별시 강남구 삼성동 24-20~21,2.0,230.0,115.0
31880,서울특별시 강남구 논현동 199~165-8,18.0,1275.0,70.83333333333333
31881,서울특별시 강남구 논현동 Jul-75,10.0,948.0,94.8
31882,서울특별시 강남구 대치동 1011-28 마마쿡,2.0,211.0,105.5
31883,서울특별시 강남구 압구정동 봉은사로 71 29,0.0,0.0,0.0
31884,서울특별시 강남구 역삼동 04월 30일,9.0,1965.0,218.33333333333334
31885,서울특별시 강남구 청담동 128-8주변,4.0,694.0,173.5
31886,서울특별시 강남구 삼성2동 정릉중종왕릉 부근,7.0,1094.0,156.28571428571428
31887,서울특별시 강남구 삼성동 봉은사로 78 18,0.0,0.0,0.0
31888,서울특별시 강남구 세곡동 헌릉로57길60-1,0.0,0.0,0.0
31889,"서울특별시 강남구 논현동 112-14,19,21~118-5",13.0,1696.0,130.46153846153845
31890,"서울특별시 강남구 대치동 1021-9,599",3.0,249.0,83.0
31891,서울특별시 강남구 삼성동 11~10-18,7.0,900.0,128.57142857142858
31892,서울특별시 강남구 역삼동 840-5~7,5.0,691.0,138.2
31893,서울특별시 강남구 세곡동 111-15/16,0.0,0.0,0.0
31894,서울특별시 강남구 논현동 May-80,10.0,948.0,94.8
31895,서울특별시 강남구 역삼동 테헤란로26길19,10.0,1888.0,188.8
31896,서울특별시 강남구 도곡동 146,2.0,757.0,378.5
31897,서울특별시 강남구 논현동 175/152-5,5.0,494.0,98.8
31898,서울특별시 강남구 대치동 삼성로51길방향(210),3.0,249.0,83.0
31899,서울특별시 강남구 청담동 77 508(운전자탑승),2.0,31.0,15.5
31900,서울특별시 강남구 논현동 108-2 제이빌아파트,15.0,1911.0,127.4
31901,서울특별시 강남구 역삼동 703-35주변,11.0,2516.0,228.72727272727272
31902,서울특별시 강남구 신사동 369-ㅣ,10.0,939.0,93.9
31903,서울특별시 강남구 청담동 68-16/19,5.0,823.0,164.6
31904,서울특별시 강남구 청담동 9-5 문영빌딩(운전자 탑승),4.0,315.0,78.75
31905,서울특별시 강남구 신사동 626-78~628,10.0,834.0,83.4
31906,서울특별시 강남구 대치동 삼성로72길 19앞,3.0,614.0,204.66666666666666
31907,서울특별시 강남구 신사동 도산대로49길4,1.0,45.0,45.0
31908,서울특별시 강남구 논현동 159-3~147-2,22.0,1032.0,46.90909090909091
31909,서울특별시 강남구 신사동 봉은사로 63,10.0,939.0,93.9
31910,서울특별시 강남구 논현동 서울특별시 강남구 도산대로 155 (,9.0,244.0,27.11111111111111
31911,서울특별시 강남구 도곡동 논현로30길5,0.0,0.0,0.0
31912,서울특별시 강남구 역삼동 826-23 (역삼동) 다이소,25.0,2219.0,88.76
31913,서울특별시 강남구 신사동 636-33,1.0,65.0,65.0
31914,서울특별시 강남구 대치동 도곡로93 공사장 코너,2.0,757.0,378.5
31915,서울특별시 강남구 청담동 71-22 동국제약,5.0,823.0,164.6
31916,"서울특별시 강남구 자곡동 662/649,",0.0,0.0,0.0
31917,서울특별시 강남구 삼성동 삼성로 107 12,5.0,2466.0,493.2
31918,서울특별시 강남구 역삼동 봉은사로2길 41,20.0,1326.0,66.3
31919,서울특별시 강남구 신사동 587-13 나현빌딩,9.0,821.0,91.22222222222223
31920,서울특별시 강남구 청담동 44-22,7.0,949.0,135.57142857142858
31921,서울특별시 강남구 세곡동 584~583,1.0,45.0,45.0
31922,서울특별시 강남구 대치동 역삼로84길3-7,6.0,2430.0,405.0
31923,서울특별시 강남구 청담동 129-9 세신빌딩,4.0,694.0,173.5
31924,서울특별시 강남구 도곡1동 남부순환로365길 부근,1.0,523.0,523.0
31925,서울특별시 강남구 논현동 7-5~7-15,8.0,228.0,28.5
31926,서울특별시 강남구 논현동 언주로115길1,2.0,345.0,172.5
31927,서울특별시 강남구 삼성동 선릉로  112 36,1.0,20.0,20.0
31928,서울특별시 강남구 청담동 124-4 미니스탑,4.0,412.0,103.0
31929,서울특별시 강남구 삼성동 봉은사로  72 45ㅡ3,13.0,2026.0,155.84615384615384
31930,서울특별시 강남구 역삼동 738-9 파리바게트,8.0,1918.0,239.75
31931,서울특별시 강남구 삼성동 152-155,4.0,3076.0,769.0
31932,서울특별시 강남구 논현동 봉은사로37,10.0,948.0,94.8
31933,서울특별시 강남구 역삼동 736-6~7,10.0,1888.0,188.8
31934,"서울특별시 강남구 역삼동 633-28711,번지주변",22.0,2369.0,107.68181818181819
31935,서울특별시 강남구 청담동 77 415(메트로시티),2.0,31.0,15.5
31936,서울특별시 강남구 신사동 645-1~10,2.0,110.0,55.0
31937,"서울특별시 강남구 역삼동 621,619",9.0,1965.0,218.33333333333334
31938,서울특별시 강남구 신사동 706-13,10.0,939.0,93.9
31939,서울특별시 강남구 수서동 721-2,0.0,0.0,0.0
31940,"서울특별시 강남구 논현동 271-18,14주변",1.0,20.0,20.0
31941,서울특별시 강남구 역삼동 614~604-2,18.0,1213.0,67.38888888888889
31942,서울특별시 강남구 신사동 568-5~552-21주변,11.0,1504.0,136.72727272727272
31943,서울특별시 강남구 역삼동 796-39,1.0,22.0,22.0
31944,서울특별시 강남구 대치동 934~934-26,2.0,164.0,82.0
31945,서울특별시 강남구 역삼동 736-14주변,18.0,2662.0,147.88888888888889
31946,서울특별시 강남구 삼성동 삼성동 수천하,1.0,20.0,20.0
31947,서울특별시 강남구 삼성동 7-3~6,9.0,989.0,109.88888888888889
31948,서울특별시 강남구 신사동 544-16~545-23,13.0,1109.0,85.3076923076923
31949,서울특별시 강남구 일원동 85-2~85-5,0.0,0.0,0.0
31950,서울특별시 강남구 역삼동 708-6 교정공제회 역삼빌딩,9.0,2386.0,265.1111111111111
31951,서울특별시 강남구 신사동 544~544-2,14.0,1125.0,80.35714285714286
31952,서울특별시 강남구 삼성동 03월 14일,9.0,989.0,109.88888888888889
31953,서울특별시 강남구 청담동 49-5 한섬빌딩,5.0,705.0,141.0
31954,서울특별시 강남구 역삼동 봉은사로8길25,0.0,0.0,0.0
31955,서울특별시 강남구 청담동 22-11~14,2.0,54.0,27.0
31956,서울특별시 강남구 신사동 651-37,5.0,496.0,99.2
31957,서울특별시 강남구 역삼동 753-11,25.0,2885.0,115.4
31958,서울특별시 강남구 청담동 142/141-9,2.0,31.0,15.5
31959,서울특별시 강남구 역삼동 테헤란로1길12,30.0,2633.0,87.76666666666667
31960,"서울특별시 강남구 대치동 도곡로87, 15",2.0,757.0,378.5
31961,서울특별시 강남구 청담동 91-19,2.0,56.0,28.0
31962,서울특별시 강남구 청담동 111도산대로85길46주변,3.0,130.0,43.333333333333336
31963,서울특별시 강남구 논현동 15~7~25,18.0,606.0,33.666666666666664
31964,서울특별시 강남구 역삼동 706-18 대성빌딩,11.0,2516.0,228.72727272727272
31965,서울특별시 강남구 도곡동 449-7~448,0.0,0.0,0.0
31966,서울특별시 강남구 삼성동 삼성 레드바삭,14.0,6151.0,439.35714285714283
31967,서울특별시 강남구 삼성동 143-8/9,13.0,5233.0,402.53846153846155
31968,서울특별시 강남구 청담동 서울 강남구 삼성동 111-44,10.0,964.0,96.4
31969,서울특별시 강남구 삼성동 학동로 56  45,10.0,1020.0,102.0
31970,서울특별시 강남구 논현동 서울 강남구 신사동 501-5 아스파,10.0,948.0,94.8
31971,"서울특별시 강남구 논현동 196,203",10.0,948.0,94.8
31972,서울특별시 강남구 삼성동 삼성로85길23,11.0,2781.0,252.8181818181818
31973,서울특별시 강남구 삼성동 Sep-33,1.0,45.0,45.0
31974,서울특별시 강남구 청담동 87-4 3,1.0,45.0,45.0
31975,서울특별시 강남구 청담동 125-12~129-11,4.0,694.0,173.5
31976,서울특별시 강남구 대치동 989-10/990,2.0,111.0,55.5
31977,서울특별시 강남구 역삼동 823-22 성곡빌딩,22.0,2754.0,125.18181818181819
31978,서울특별시 강남구 청담동 98-8 보스(운전자탑승),3.0,130.0,43.333333333333336
31979,서울특별시 강남구 논현동 92-2 부띠끄와인샵,7.0,596.0,85.14285714285714
31980,서울특별시 강남구 역삼동 703-~709-5,11.0,2516.0,228.72727272727272
31981,서울특별시 강남구 청담동 Aug-86,4.0,412.0,103.0
31982,서울특별시 강남구 삼성동 봉은사로 67 15,0.0,0.0,0.0
31983,서울특별시 강남구 대치동 1022-1 구두수선대,3.0,249.0,83.0
31984,서울특별시 강남구 삼성동 Aug-71,5.0,2466.0,493.2
31985,서울특별시 강남구 논현동 Jul-68,10.0,948.0,94.8
31986,서울특별시 강남구 논현동 159-10~147-20,22.0,1032.0,46.90909090909091
31987,서울특별시 강남구 역삼동 선릉로93길20,11.0,2378.0,216.1818181818182
31988,서울특별시 강남구 압구정동 봉은사로 73 31,0.0,0.0,0.0
31989,서울특별시 강남구 역삼동 808~808-1~809-1,16.0,1177.0,73.5625
31990,서울특별시 강남구 수서동 199-1~214-4,0.0,0.0,0.0
31991,서울특별시 강남구 삼성동 선릉로 112 24,1.0,20.0,20.0
31992,서울특별시 강남구 삼성동 삼상동 소람옆,14.0,6063.0,433.07142857142856
31993,서울특별시 강남구 신사동 압구정로50길5,1.0,45.0,45.0
31994,서울특별시 강남구 삼성동 볼은사로 68 75,0.0,0.0,0.0
31995,"서울특별시 강남구 논현동 272,264",10.0,948.0,94.8
31996,서울특별시 강남구 대치동 976-16,2.0,111.0,55.5
31997,서울특별시 강남구 역삼동 625-12~32,15.0,1993.0,132.86666666666667
31998,서울특별시 강남구 논현동 84 90-1,14.0,1514.0,108.14285714285714
31999,서울특별시 강남구 개포동 186~14~15,0.0,0.0,0.0
32000,서울특별시 강남구 논현동 254~254-19~18,9.0,943.0,104.77777777777777
32001,서울특별시 강남구 삼성동 봉은사로108길16,6.0,849.0,141.5
32002,서울특별시 강남구 삼성동 1574-33,5.0,2466.0,493.2
32003,서울특별시 강남구 역삼동 689-6~7,8.0,1904.0,238.0
32004,서울특별시 강남구 삼성동 삼성 한솔아 102앞,8.0,3996.0,499.5
32005,서울특별시 강남구 역삼동 665-30,7.0,2232.0,318.85714285714283
32006,서울특별시 강남구 역삼동 709-5~708,12.0,2425.0,202.08333333333334
32007,서울특별시 강남구 삼성1동 삼성로100길 부근,8.0,3996.0,499.5
32008,서울특별시 강남구 청담동 121-37~122-2,3.0,130.0,43.333333333333336
32009,서울특별시 강남구 역삼동 614-46,18.0,1213.0,67.38888888888889
32010,서울특별시 강남구 대치동 도곡로87 25길 55주변,2.0,757.0,378.5
32011,서울특별시 강남구 대치4동 역삼로67길 부근,10.0,2593.0,259.3
