,장소,주차장(1등급),주차장(2등급),주차장(3등급)
13763,서울특별시 강남구 역삼동 746-4,0.0,0.0,9.0
13764,서울특별시 강남구 역삼동 777-26번지주변,0.0,0.0,4.0
13765,서울특별시 강남구 논현동 서울 강남구 논현동 279-92,0.0,0.0,4.0
13766,서울특별시 강남구 청담동 68-7대로변,0.0,0.0,2.0
13767,서울특별시 강남구 역삼동 779-1,0.0,0.0,4.0
13768,서울특별시 강남구 신사동 646,0.0,0.0,16.0
13769,"서울특별시 강남구 신사동 518-10번지,",1.0,0.0,8.0
13770,서울특별시 강남구 일원동  711-1 부근,1.0,0.0,1.0
13771,서울특별시 강남구 개포동 1203-4주변,1.0,0.0,7.0
13772,서울특별시 강남구 논현동 16-48,0.0,0.0,5.0
13773,서울특별시 강남구 삼성동 143 주변,0.0,1.0,11.0
13774,서울특별시 강남구 신사동 논현로161길23,1.0,0.0,9.0
13775,서울특별시 강남구 역삼동 도곡로3길25,0.0,0.0,2.0
13776,서울특별시 강남구 삼성동 157-36 부근,0.0,1.0,10.0
13777,서울특별시 강남구 대치2동 한보은마아파트 부근,0.0,2.0,0.0
13778,서울특별시 강남구 신사동 도산대로17길11,1.0,0.0,9.0
13779,서울특별시 강남구 논현동 136-5,1.0,0.0,5.0
13780,서울특별시 강남구 신사동 서울 강남구 도산대로 113-2,0.0,0.0,4.0
13781,서울특별시 강남구 도곡동 도곡로190,0.0,0.0,4.0
13782,서울특별시 강남구 역삼동 테헤란로25길 6-13,0.0,0.0,17.0
13783,서울특별시 강남구 역삼동 679~4,0.0,0.0,13.0
13784,서울특별시 강남구 역삼동 700~5,0.0,0.0,4.0
13785,서울특별시 강남구 대치동 967-11,0.0,3.0,10.0
13786,서울특별시 강남구 역삼동 836-21,0.0,0.0,2.0
13787,서울특별시 강남구 삼성동 114-2,0.0,0.0,3.0
13788,서울특별시 강남구 역삼동 논현로65길28,0.0,0.0,5.0
13789,서울특별시 강남구 대치동 서울 강남구 대치동 1012-15,0.0,1.0,10.0
13790,서울특별시 강남구 신사동 631-2 셀헬렉스,0.0,0.0,11.0
13791,서울특별시 강남구 청담동 101-9,0.0,1.0,6.0
13792,서울특별시 강남구 대치동 894주변,0.0,1.0,11.0
13793,서울특별시 강남구 역삼동 역삼로247,0.0,0.0,5.0
13794,서울특별시 강남구 대치동 916-33,1.0,0.0,3.0
13795,서울특별시 강남구 대치동 976-4,0.0,2.0,6.0
13796,서울특별시 강남구 도곡동 강남대로58길49,1.0,0.0,2.0
13797,서울특별시 강남구 역삼동 818-6주변,0.0,0.0,6.0
13798,서울특별시 강남구 일원1동 709-7,1.0,1.0,1.0
13799,서울특별시 강남구 대치동 1005-5,0.0,3.0,8.0
13800,서울특별시 강남구 대치동 988-5주변,0.0,1.0,7.0
13801,서울특별시 강남구 신사동 667-17,0.0,0.0,7.0
13802,서울특별시 강남구 율현동 300-47,0.0,1.0,3.0
13803,서울특별시 강남구 개포동 14주변에,1.0,1.0,0.0
13804,서울특별시 강남구 삼성동 124-27번지주변,0.0,1.0,15.0
13805,서울특별시 강남구 논현동 254-2,0.0,0.0,5.0
13806,서울특별시 강남구 압구정동 660-17,0.0,0.0,9.0
13807,서울특별시 강남구 청담동 2-14번지,1.0,0.0,14.0
13808,서울특별시 강남구 삼성동 봉은사로68길17,0.0,0.0,9.0
13809,서울특별시 강남구 개포동 개포로15길3-15,0.0,2.0,4.0
13810,서울특별시 강남구 삼성동 143-19주변,0.0,1.0,12.0
13811,서울특별시 강남구 대치동 927-20,1.0,0.0,3.0
13812,서울특별시 강남구 청담동 93-4 번지 주변,0.0,1.0,16.0
13813,서울특별시 강남구 청담동  139-19,0.0,1.0,6.0
13814,서울특별시 강남구 청담동 압구정로71길20,0.0,0.0,4.0
13815,서울특별시 강남구 신사동 659주변,0.0,0.0,10.0
13816,서울특별시 강남구 역삼동 651-12,0.0,0.0,12.0
13817,서울특별시 강남구 논현동 248-7 임피리얼 팰리스호텔,0.0,0.0,8.0
13818,서울특별시 강남구 논현동 153-3,1.0,0.0,13.0
13819,서울특별시 강남구 도곡동 902-3,1.0,0.0,2.0
13820,서울특별시 강남구 역삼동 서울 강남구 도곡로 183,0.0,0.0,5.0
13821,서울특별시 강남구 역삼동 강남대로94길13,0.0,0.0,6.0
13822,서울특별시 강남구 논현동 256-4,0.0,0.0,7.0
13823,서울특별시 강남구 논현동 255,0.0,0.0,5.0
13824,서울특별시 강남구 청담동 125-14주변,0.0,1.0,3.0
13825,서울특별시 강남구 삼성동 172-89 부근,0.0,1.0,10.0
13826,서울특별시 강남구 청담동 77 마이톡스,1.0,1.0,10.0
13827,서울특별시 강남구 논현동 56-15,1.0,0.0,5.0
13828,서울특별시 강남구 역삼동 700-5 아마포라델리,0.0,0.0,4.0
13829,서울특별시 강남구 역삼동 642-24,0.0,0.0,14.0
13830,서울특별시 강남구 대치동 899-25주변,1.0,0.0,4.0
13831,서울특별시 강남구 논현동 187-22번지,1.0,0.0,8.0
13832,서울특별시 강남구 논현동 서울특별시 강남구 학동로30길 19,0.0,0.0,10.0
13833,서울특별시 강남구 청담동 서울 강남구 청담동 77 메트로시티,1.0,1.0,10.0
13834,서울특별시 강남구 논현동 196-7주변,1.0,0.0,9.0
13835,서울특별시 강남구 역삼동 테헤란로14길48,0.0,0.0,7.0
13836,서울특별시 강남구 논현동 학동로18길49,1.0,0.0,12.0
13837,서울특별시 강남구 대치동 986-12,0.0,1.0,6.0
13838,서울특별시 강남구 청담동 97-4 기업은행,1.0,1.0,13.0
13839,서울특별시 강남구 역삼동 논현로75길 16,0.0,0.0,10.0
13840,서울특별시 강남구 역삼동 729,0.0,0.0,9.0
13841,서울특별시 강남구 역삼동 782-21,0.0,0.0,4.0
13842,서울특별시 강남구 역삼동 서울 강남구 논현로94길 32,0.0,0.0,13.0
13843,서울특별시 강남구 도곡동 902-124주변,1.0,0.0,1.0
13844,서울특별시 강남구 역삼동 703-4,0.0,0.0,4.0
13845,서울특별시 강남구 역삼동 테헤란로14길 27,0.0,0.0,6.0
13846,서울특별시 강남구 역삼동 674-38,0.0,0.0,3.0
13847,서울특별시 강남구 신사동 서울 강남구 신사동 504-16,0.0,0.0,6.0
13848,서울특별시 강남구 논현동 242-38,0.0,0.0,4.0
13849,서울특별시 강남구 논현동 강남대로 530,1.0,0.0,2.0
13850,서울특별시 강남구 신사동 도산대로49길10,0.0,0.0,15.0
13851,서울특별시 강남구 역삼동 서울 강남구 역삼동 706-12,0.0,0.0,6.0
13852,서울특별시 강남구 청담동 도산대로535,0.0,1.0,3.0
13853,서울특별시 강남구 대치동 선릉로86길28,0.0,1.0,7.0
13854,서울특별시 강남구 논현동 학동로43길,0.0,0.0,6.0
13855,서울특별시 강남구 청담동 118-8,0.0,1.0,8.0
13856,서울특별시 강남구 삼성동 8-1 부근,0.0,0.0,4.0
13857,서울특별시 강남구 논현동 173-23,1.0,0.0,9.0
13858,서울특별시 강남구 대치동 961-18,0.0,2.0,8.0
13859,서울특별시 강남구 역삼동 812-17,0.0,0.0,8.0
13860,서울특별시 강남구 일원동 700-5,1.0,1.0,0.0
13861,서울특별시 강남구 논현동 131-12,0.0,0.0,9.0
13862,서울특별시 강남구 역삼동 652-17,0.0,0.0,10.0
13863,서울특별시 강남구 청담동 123-42,0.0,1.0,5.0
13864,서울특별시 강남구 역삼동 723-18,0.0,0.0,8.0
13865,서울특별시 강남구 논현동 174-7,1.0,0.0,13.0
13866,서울특별시 강남구 대치동 891-51주변,0.0,1.0,13.0
13867,서울특별시 강남구 삼성동 103-10,1.0,1.0,4.0
13868,서울특별시 강남구 논현동 222-8,0.0,0.0,13.0
13869,서울특별시 강남구 자곡동 615주변,0.0,0.0,0.0
13870,서울특별시 강남구 논현동 언주로134길35,0.0,0.0,6.0
13871,서울특별시 강남구 신사동 608번지,0.0,1.0,11.0
13872,서울특별시 강남구 도곡동 544주변,0.0,0.0,4.0
13873,서울특별시 강남구 도곡동 941-7,1.0,0.0,1.0
13874,서울특별시 강남구 대치동 삼성로57길28,1.0,1.0,4.0
13875,서울특별시 강남구 논현동 07월 23일,0.0,0.0,6.0
13876,서울특별시 강남구 개포동 1232-2,1.0,1.0,2.0
13877,서울특별시 강남구 신사동 서울 강남구 도산대로 207 (신사동,0.0,0.0,10.0
13878,서울특별시 강남구 논현동 서울 강남구 언주로134길 18,0.0,0.0,4.0
13879,서울특별시 강남구 대치동 900-54번지주변,1.0,1.0,8.0
13880,서울특별시 강남구 청담동 서울 강남구 삼성로149길 32,1.0,1.0,13.0
13881,서울특별시 강남구 역삼동 646-14 부근,0.0,0.0,16.0
13882,서울특별시 강남구 삼성동 37,0.0,0.0,2.0
13883,서울특별시 강남구 역삼동 689-20,0.0,0.0,3.0
13884,서울특별시 강남구 역삼동 651-16,0.0,0.0,11.0
13885,서울특별시 강남구 역삼동 봉은사로26길 28,0.0,0.0,15.0
13886,서울특별시 강남구 일원동 622번지,2.0,2.0,0.0
13887,서울특별시 강남구 신사동 언주로172길13,0.0,0.0,7.0
13888,서울특별시 강남구 청담동 92-1주변,0.0,1.0,16.0
13889,서울특별시 강남구 일원동 서울 강남구 일원동 706-3,1.0,0.0,1.0
13890,서울특별시 강남구 대치동 서울 강남구 대치동 933-15,1.0,0.0,4.0
13891,서울특별시 강남구 역삼동 631-1번지주변.,0.0,0.0,15.0
13892,서울특별시 강남구 개포동 1218-30,1.0,1.0,2.0
13893,서울특별시 강남구 신사동 582,1.0,1.0,7.0
13894,서울특별시 강남구 신사동 546,1.0,0.0,7.0
13895,서울특별시 강남구 신사동 532-7,1.0,0.0,5.0
13896,서울특별시 강남구 역삼동 836-71,0.0,0.0,3.0
13897,서울특별시 강남구 신사동 630-23 이마트24(운전자탑승),0.0,0.0,12.0
13898,서울특별시 강남구 도곡동 952-2주변,1.0,0.0,0.0
13899,서울특별시 강남구 논현동 서울 강남구 논현동 122-20,1.0,0.0,4.0
13900,서울특별시 강남구 신사동 선릉로157길 27,0.0,0.0,15.0
13901,서울특별시 강남구 개포동 1230-9,1.0,0.0,3.0
13902,서울특별시 강남구 개포동 168-11,0.0,0.0,2.0
13903,서울특별시 강남구 역삼동 828-28주변,0.0,0.0,6.0
13904,서울특별시 강남구 도곡동 420~16,0.0,2.0,5.0
13905,서울특별시 강남구 삼성동 서울 강남구 삼성로95길 23,0.0,1.0,12.0
13906,서울특별시 강남구 역삼동  808-3 부근,1.0,0.0,6.0
13907,서울특별시 강남구 역삼동 678-21,0.0,0.0,13.0
13908,서울특별시 강남구 신사동 506-1,0.0,0.0,6.0
13909,서울특별시 강남구 도곡동 남부순환로359길6,1.0,0.0,1.0
13910,서울특별시 강남구 역삼동 823-16 주변,0.0,0.0,6.0
13911,서울특별시 강남구 역삼동 817-16,0.0,0.0,7.0
13912,서울특별시 강남구 삼성동 111-138,0.0,0.0,2.0
13913,서울특별시 강남구 역삼동 언주로75길-6,0.0,0.0,4.0
13914,서울특별시 강남구 대치동 서울 강남구 영동대로 235,0.0,1.0,4.0
13915,서울특별시 강남구 신사동 606-12,0.0,0.0,13.0
13916,서울특별시 강남구 신사동 656번지,0.0,0.0,14.0
13917,"서울특별시 강남구 청담동 97-7 (청담동, 동덕여대디자인연구센타)",0.0,1.0,10.0
13918,서울특별시 강남구 개포동 1173-9,1.0,0.0,5.0
13919,서울특별시 강남구 일원동 619-6,2.0,1.0,0.0
13920,서울특별시 강남구 일원동 632-13,2.0,1.0,1.0
13921,서울특별시 강남구 논현동 2-8번지주변,0.0,0.0,5.0
13922,서울특별시 강남구 역삼동 논현로72길7주변,0.0,0.0,8.0
13923,서울특별시 강남구 역삼동 766-17,0.0,0.0,4.0
13924,서울특별시 강남구 논현동 논현로127길13,0.0,0.0,9.0
13925,서울특별시 강남구 삼성동 142-36주변,0.0,1.0,8.0
13926,서울특별시 강남구 역삼동 626-23,0.0,0.0,19.0
13927,서울특별시 강남구 개포동 1182-2,1.0,0.0,4.0
13928,서울특별시 강남구 역삼동 657-41,0.0,0.0,12.0
13929,서울특별시 강남구 수서동 717주변,1.0,1.0,0.0
13930,서울특별시 강남구 개포동 1221-9,1.0,0.0,5.0
13931,서울특별시 강남구 삼성동 162,1.0,2.0,6.0
13932,서울특별시 강남구 역삼동 687-1,0.0,0.0,3.0
13933,서울특별시 강남구 역삼동 743-9,0.0,0.0,7.0
13934,서울특별시 강남구 논현동 21-15번지,0.0,0.0,5.0
13935,서울특별시 강남구 역삼동 640-16,0.0,0.0,14.0
13936,서울특별시 강남구 청담동 100-25,0.0,1.0,6.0
13937,서울특별시 강남구 압구정동 450 현대백화점 옆,0.0,1.0,12.0
13938,서울특별시 강남구 역삼동 언주로75길19,0.0,0.0,6.0
13939,서울특별시 강남구 일원동 627-10,2.0,1.0,1.0
13940,서울특별시 강남구 신사동 536-20,0.0,0.0,7.0
13941,서울특별시 강남구 역삼동 750-15번지주변,0.0,0.0,8.0
13942,서울특별시 강남구 논현동 229-6,0.0,0.0,9.0
13943,서울특별시 강남구 일원동 676-1,2.0,1.0,1.0
13944,서울특별시 강남구 대치동 서울 강남구 대치동 1014-10,0.0,1.0,4.0
13945,서울특별시 강남구 대치동 988-13,0.0,1.0,7.0
13946,서울특별시 강남구 역삼동 서울 강남구 언주로93길 29,0.0,0.0,8.0
13947,서울특별시 강남구 개포동 1245-1,0.0,2.0,4.0
13948,서울특별시 강남구 논현동 학동로24길11,0.0,0.0,9.0
13949,서울특별시 강남구 신사동 압구정로50길8,0.0,0.0,10.0
13950,서울특별시 강남구 역삼동 779-10주변,0.0,0.0,2.0
13951,서울특별시 강남구 논현동 268-20,0.0,0.0,2.0
13952,서울특별시 강남구 역삼동 839-1,0.0,0.0,0.0
13953,서울특별시 강남구 삼성동 157-36,0.0,1.0,10.0
13954,서울특별시 강남구 논현동 98-12번지,0.0,0.0,9.0
13955,서울특별시 강남구 대치동 서울 강남구 삼성로61길 22,1.0,0.0,4.0
13956,서울특별시 강남구 신사동 655,0.0,0.0,12.0
13957,서울특별시 강남구 논현동 114-28번지주변,0.0,0.0,7.0
13958,서울특별시 강남구 개포동 1205-5,1.0,1.0,6.0
13959,서울특별시 강남구 대치동 선릉로86길30,0.0,1.0,7.0
13960,서울특별시 강남구 청담동 77-70,1.0,0.0,3.0
13961,서울특별시 강남구 역삼동 697-41번지,0.0,0.0,3.0
13962,서울특별시 강남구 역삼동 608,0.0,0.0,17.0
13963,서울특별시 강남구 일원동 680-4주변,1.0,1.0,1.0
13964,서울특별시 강남구 역삼동 834-22,0.0,0.0,4.0
13965,서울특별시 강남구 대치동 897-3,0.0,0.0,3.0
13966,서울특별시 강남구 대치동 889-38,0.0,0.0,5.0
13967,서울특별시 강남구 대치동 1012-88,0.0,1.0,4.0
13968,서울특별시 강남구 논현동 107(41~42),0.0,0.0,8.0
13969,서울특별시 강남구 수서동 713주변,1.0,1.0,0.0
13970,서울특별시 강남구 역삼동 668-19,0.0,0.0,13.0
13971,서울특별시 강남구 논현동 ㅣ04~22,0.0,0.0,6.0
13972,서울특별시 강남구 논현동 서울 강남구 봉은사로 133,1.0,0.0,13.0
13973,서울특별시 강남구 대치동 925,1.0,0.0,5.0
13974,서울특별시 강남구 역삼동 723-18번지주변,0.0,0.0,8.0
13975,서울특별시 강남구 역삼동 797-2번지,0.0,0.0,5.0
13976,서울특별시 강남구 도곡동 954-11주변,1.0,0.0,0.0
13977,서울특별시 강남구 신사동 615-3,0.0,1.0,11.0
13978,서울특별시 강남구 삼성동 25-29,0.0,0.0,4.0
13979,서울특별시 강남구 논현동 언주로134길24,0.0,0.0,5.0
13980,서울특별시 강남구 일원동 서울 강남구 일원동 715,0.0,1.0,3.0
13981,서울특별시 강남구 청담동 120-3 (운전자 탑승),0.0,1.0,7.0
13982,서울특별시 강남구 대치동 600-6 부근,0.0,1.0,0.0
13983,서울특별시 강남구 역삼동 705-8,0.0,0.0,5.0
13984,서울특별시 강남구 역삼동 797-2 논현로71길3,0.0,0.0,5.0
13985,서울특별시 강남구 대치동 931-17,1.0,1.0,5.0
13986,서울특별시 강남구 역삼동 752-13,0.0,0.0,8.0
13987,서울특별시 강남구 일원동 636-13 부근,2.0,0.0,1.0
13988,서울특별시 강남구 논현동 239-6번지,0.0,0.0,5.0
13989,서울특별시 강남구 논현동 62-19,0.0,0.0,8.0
13990,서울특별시 강남구 역삼동 791-4,0.0,0.0,7.0
13991,서울특별시 강남구 신사동 552-6,1.0,0.0,7.0
13992,서울특별시 강남구 신사동 서울특별시 강남구 선릉로157길 22,0.0,0.0,13.0
13993,서울특별시 강남구 논현동 178-8주변,1.0,0.0,9.0
13994,서울특별시 강남구 논현동 강남대로126길81,1.0,0.0,9.0
13995,서울특별시 강남구 청담동 129-6번지추변,0.0,0.0,2.0
13996,서울특별시 강남구 논현동 137-9,1.0,0.0,9.0
13997,서울특별시 강남구 논현동 181-7주변,1.0,0.0,6.0
13998,서울특별시 강남구 삼성동 봉은사로82길13,0.0,0.0,9.0
13999,서울특별시 강남구 역삼동 도곡로19길 19,0.0,0.0,5.0
14000,서울특별시 강남구 논현동 136-23,1.0,0.0,5.0
14001,서울특별시 강남구 청담동 1-1 하나은행,0.0,0.0,13.0
14002,서울특별시 강남구 논현동 154-13,1.0,0.0,14.0
14003,서울특별시 강남구 논현동 28(1)~(4),0.0,0.0,8.0
14004,서울특별시 강남구 대치동 974-1,1.0,1.0,6.0
14005,서울특별시 강남구 개포동 1164-8,1.0,0.0,4.0
14006,서울특별시 강남구 역삼동 논현로85길47,0.0,0.0,7.0
14007,서울특별시 강남구 청담동 116-10,0.0,1.0,5.0
14008,서울특별시 강남구 대치동 선릉로76길39,1.0,0.0,6.0
14009,서울특별시 강남구 청담동 서울 강남구 청담동 6,1.0,1.0,8.0
14010,서울특별시 강남구 역삼동 666-1,0.0,0.0,16.0
14011,서울특별시 강남구 역삼동 논현로99길 21,0.0,0.0,16.0
14012,서울특별시 강남구 청담동 87-5번지,0.0,0.0,14.0
14013,서울특별시 강남구 역삼동 강남대로110길26,0.0,0.0,8.0
14014,서울특별시 강남구 논현동 강남대로126길75,1.0,0.0,9.0
14015,서울특별시 강남구 압구정동 513 한양아파트,0.0,0.0,2.0
14016,서울특별시 강남구 역삼동 628-5,0.0,0.0,17.0
14017,서울특별시 강남구 논현동 183-8번지,1.0,0.0,3.0
14018,서울특별시 강남구 논현동 217-4,0.0,0.0,13.0
14019,서울특별시 강남구 대치동 테헤란로88길22,0.0,1.0,11.0
14020,서울특별시 강남구 역삼동 649-11,0.0,0.0,9.0
14021,서울특별시 강남구 도곡동 논현로30길12,0.0,2.0,5.0
14022,서울특별시 강남구 청담동 49-5부터,0.0,1.0,7.0
14023,서울특별시 강남구 청담동 84-14,0.0,0.0,14.0
14024,서울특별시 강남구 청담동 97-4 이리온,1.0,1.0,13.0
14025,서울특별시 강남구 역삼동 744-18주변,0.0,0.0,9.0
14026,서울특별시 강남구 역삼동 722번지주변,0.0,0.0,7.0
14027,서울특별시 강남구 도곡동 남부순환로359길23,1.0,0.0,0.0
14028,서울특별시 강남구 논현동 언주로146길40,0.0,0.0,13.0
14029,서울특별시 강남구 역삼동 695-23번지,0.0,0.0,4.0
14030,서울특별시 강남구 대치동 954~23,0.0,2.0,11.0
14031,서울특별시 강남구 일원동 서울특별시 강남구 양재대로37길 30,2.0,1.0,1.0
14032,서울특별시 강남구 역삼동 797-19,0.0,0.0,4.0
14033,서울특별시 강남구 청담동 132-1 국민은행,0.0,0.0,1.0
14034,서울특별시 강남구 역삼동 724-42번지주변,0.0,0.0,6.0
14035,서울특별시 강남구 논현동 106-18,0.0,0.0,6.0
14036,서울특별시 강남구 개포동 181-1,0.0,1.0,2.0
14037,서울특별시 강남구 역삼동 719-6 블록체인,0.0,0.0,7.0
14038,서울특별시 강남구 역삼동 825-2,0.0,0.0,5.0
14039,서울특별시 강남구 논현동 137-18,1.0,0.0,6.0
14040,서울특별시 강남구 삼성동 테헤란로63길9,0.0,1.0,6.0
14041,서울특별시 강남구 역삼동 614-1,0.0,0.0,15.0
14042,서울특별시 강남구 개포동 서울 강남구 언주로 110,0.0,0.0,2.0
14043,서울특별시 강남구 삼성동 131  정문,0.0,0.0,6.0
14044,서울특별시 강남구 삼성동 143-44,0.0,1.0,14.0
14045,서울특별시 강남구 역삼동 도곡로13길 22,0.0,0.0,5.0
14046,서울특별시 강남구 역삼동 711-6,0.0,0.0,4.0
14047,서울특별시 강남구 논현동 학동로3길15,0.0,0.0,3.0
14048,서울특별시 강남구 삼성동 172-92,0.0,1.0,9.0
14049,서울특별시 강남구 역삼동 테헤란로4길40,0.0,0.0,4.0
14050,서울특별시 강남구 역삼동 695-37,0.0,0.0,4.0
14051,서울특별시 강남구 청담동 서울 강남구 청담동 128-18,0.0,0.0,1.0
14052,서울특별시 강남구 청담동 125-23 타임,0.0,1.0,5.0
14053,서울특별시 강남구 논현동 266-11,0.0,0.0,3.0
14054,서울특별시 강남구 역삼동 테헤란로20길 34,0.0,0.0,7.0
14055,서울특별시 강남구 역삼동 634-6주변,0.0,0.0,16.0
14056,서울특별시 강남구 대치동 941,1.0,0.0,4.0
14057,서울특별시 강남구 신사동 도산대로17길3,0.0,0.0,8.0
14058,서울특별시 강남구 청담동 105,0.0,0.0,4.0
14059,서울특별시 강남구 논현동 113-17번지주변,0.0,0.0,6.0
14060,서울특별시 강남구 신사동 656-25,0.0,0.0,14.0
14061,서울특별시 강남구 신사동 651-1주변,0.0,0.0,13.0
14062,서울특별시 강남구 논현동 188-2번지주변,1.0,0.0,8.0
14063,서울특별시 강남구 역삼동 테헤란로7길11,0.0,0.0,11.0
14064,서울특별시 강남구 대치동 908-2,1.0,0.0,5.0
14065,서울특별시 강남구 논현동 학동로6길,1.0,0.0,4.0
14066,서울특별시 강남구 논현동 도산대로4길13,0.0,0.0,5.0
14067,서울특별시 강남구 논현동 23-16번지,0.0,0.0,4.0
14068,서울특별시 강남구 도곡동 948-27,1.0,0.0,0.0
14069,서울특별시 강남구 논현동 논현로119길24,1.0,0.0,10.0
14070,서울특별시 강남구 논현동 서울 강남구 논현동 60-6,0.0,0.0,11.0
14071,서울특별시 강남구 일원1동 SK대청주유소 부근,0.0,0.0,0.0
14072,서울특별시 강남구 세곡동 114-2,0.0,1.0,2.0
14073,서울특별시 강남구 논현동 봉은사로37길25,0.0,0.0,8.0
14074,서울특별시 강남구 논현동 273-13,0.0,0.0,4.0
14075,서울특별시 강남구 신사동 621-1,0.0,0.0,8.0
14076,서울특별시 강남구 수서동 199-3 수서역주변,0.0,1.0,0.0
14077,서울특별시 강남구 신사동  570-11,1.0,0.0,8.0
14078,서울특별시 강남구 역삼동 서울 강남구 테헤란로 216,0.0,0.0,8.0
14079,서울특별시 강남구 도곡동 서울 강남구 도곡동 421,0.0,2.0,5.0
14080,서울특별시 강남구 논현동 논현로116길6,0.0,0.0,11.0
14081,서울특별시 강남구 역삼동 646-17,0.0,0.0,17.0
14082,서울특별시 강남구 논현동 142 영풍빌딩,1.0,0.0,2.0
14083,서울특별시 강남구 신사동 657-34,0.0,0.0,12.0
14084,서울특별시 강남구 대치2동 1012-28,0.0,1.0,11.0
14085,서울특별시 강남구 일원동 640-14,1.0,0.0,1.0
14086,서울특별시 강남구 대치동 972-1,0.0,2.0,6.0
14087,서울특별시 강남구 일원동 개포로644,2.0,1.0,0.0
14088,서울특별시 강남구 논현동 도산대로26길19,0.0,0.0,9.0
14089,서울특별시 강남구 역삼동 827-73,0.0,0.0,4.0
14090,서울특별시 강남구 역삼동 741-25번지,0.0,0.0,7.0
14091,서울특별시 강남구 논현동 서울 강남구 학동로 176,0.0,0.0,9.0
14092,서울특별시 강남구 청담동 97-6 청담청초성형외과,1.0,1.0,12.0
14093,서울특별시 강남구 개포동 1184-4번지,1.0,0.0,6.0
14094,서울특별시 강남구 역삼동 739-18,0.0,0.0,9.0
14095,서울특별시 강남구 논현동 도산대로30길51,0.0,0.0,8.0
14096,서울특별시 강남구 삼성동 31-16,0.0,0.0,3.0
14097,서울특별시 강남구 신사동 563-42,1.0,0.0,8.0
14098,서울특별시 강남구 논현동 139-33,1.0,0.0,4.0
14099,서울특별시 강남구 역삼동 619-4번지,0.0,0.0,7.0
14100,서울특별시 강남구 대치동 도곡로447,1.0,0.0,4.0
14101,서울특별시 강남구 논현동 학동로2길28,1.0,0.0,2.0
14102,서울특별시 강남구 역삼동 774-45,0.0,0.0,6.0
14103,서울특별시 강남구 역삼동 818-6번지주변.,0.0,0.0,6.0
14104,서울특별시 강남구 역삼동 선릉로103길 22,0.0,0.0,4.0
14105,서울특별시 강남구 논현동 학동로3길39,0.0,0.0,5.0
14106,서울특별시 강남구 역삼동 826-22,0.0,0.0,3.0
14107,서울특별시 강남구 역삼동 봉은사로48길42,0.0,0.0,2.0
14108,서울특별시 강남구 개포동 1227-4,1.0,0.0,5.0
14109,서울특별시 강남구 논현동 강남대로118길66,1.0,0.0,7.0
14110,서울특별시 강남구 신사동 서울 강남구 신사동 501-5 마세라,0.0,0.0,10.0
14111,서울특별시 강남구 개포동 12 대청공인,0.0,2.0,1.0
14112,서울특별시 강남구 대치동 912-13,1.0,0.0,6.0
14113,서울특별시 강남구 논현동 151-18,0.0,0.0,12.0
14114,서울특별시 강남구 논현동 논현로142길,0.0,0.0,8.0
14115,서울특별시 강남구 신사동 도산대로15길39,1.0,0.0,7.0
14116,서울특별시 강남구 논현동 봉은사로49길34,0.0,0.0,3.0
14117,서울특별시 강남구 논현동 03월 14일,0.0,0.0,5.0
14118,서울특별시 강남구 대치동 943-10 주변,0.0,2.0,11.0
14119,서울특별시 강남구 신사동 502-2번지주변,0.0,0.0,5.0
14120,서울특별시 강남구 역삼동 646-9,0.0,0.0,15.0
14121,서울특별시 강남구 논현동 170-29,1.0,0.0,10.0
14122,서울특별시 강남구 논현동 215주변,0.0,0.0,10.0
14123,서울특별시 강남구 대치동 선릉로62길,1.0,0.0,4.0
14124,서울특별시 강남구 대치동 999,0.0,3.0,7.0
14125,서울특별시 강남구 삼성동 123-2,0.0,1.0,13.0
14126,서울특별시 강남구 삼성동 157-35,0.0,1.0,10.0
14127,서울특별시 강남구 역삼동 서울 강남구 테헤란로 143-2,0.0,0.0,17.0
14128,서울특별시 강남구 삼성동 학동로82길7,0.0,0.0,3.0
14129,서울특별시 강남구 압구정동 426. 116동뒷편도로,1.0,1.0,5.0
14130,서울특별시 강남구 역삼동 논현로105길 52,1.0,0.0,17.0
14131,서울특별시 강남구 역삼동 봉은사로30길59,0.0,0.0,14.0
14132,서울특별시 강남구 논현동 언주로124길29,0.0,0.0,6.0
14133,서울특별시 강남구 청담동 86-5주변,0.0,0.0,12.0
14134,서울특별시 강남구 역삼동 논현로101길 12,0.0,0.0,16.0
14135,서울특별시 강남구 신사동 579-3,1.0,1.0,6.0
14136,서울특별시 강남구 대치동 925-2,1.0,0.0,4.0
14137,서울특별시 강남구 대치동 1012-81,0.0,2.0,7.0
14138,서울특별시 강남구 일원동 625-10,2.0,1.0,1.0
14139,서울특별시 강남구 도곡동 551,1.0,0.0,2.0
14140,서울특별시 강남구 논현동 85 주변,0.0,0.0,9.0
14141,서울특별시 강남구 논현동 230봉은사로33길28,0.0,0.0,8.0
14142,서울특별시 강남구 삼성동 101-9,1.0,1.0,4.0
14143,서울특별시 강남구 역삼동 논현로71길 31,0.0,0.0,7.0
14144,서울특별시 강남구 역삼동 718-20주변,0.0,0.0,9.0
14145,서울특별시 강남구 신사동 525-26 번지 주변,1.0,0.0,5.0
14146,서울특별시 강남구 신사동 503-2 포맥스,0.0,0.0,5.0
14147,서울특별시 강남구 신사동 561-16 동물병원,1.0,0.0,7.0
14148,서울특별시 강남구 역삼동 강남대로94길10,0.0,0.0,4.0
